time,V(in),V(a),V(out),I(V1)
0.000886,5,4.797189456,5.216800476,-0.004056210877
0.000888,5,4.801422665,5.22474357,-0.003971546697
0.00089,5,4.805690915,5.232515933,-0.003886181693
0.000892,5,4.809992156,5.240116247,-0.003800156875
0.000894,5,4.814324346,5.247543273,-0.003713513089
0.000896,5,4.81868545,5.254795855,-0.003626291008
0.000898,5,4.823073444,5.261872917,-0.003538531114
0.0009,5,4.827486316,5.268773465,-0.003450273684
0.000902,5,4.831922061,5.275496582,-0.00336155878
0.000904,5,4.836378688,5.282041435,-0.003272426231
0.000906,5,4.840854219,5.288407266,-0.003182915621
0.000908,5,4.845346686,5.294593398,-0.003093066279
0.00091,5,4.849854137,5.300599233,-0.00300291726
0.000912,5,4.854374633,5.306424248,-0.002912507337
0.000914,5,4.858906251,5.312067997,-0.002821874987
0.000916,5,4.863447081,5.317530114,-0.002731058381
0.000918,5,4.867995232,5.322810305,-0.002640095366
0.00092,5,4.872548827,5.327908352,-0.002549023461
0.000922,5,4.877106008,5.332824112,-0.00245787984
0.000924,5,4.881664934,5.337557514,-0.002366701324
0.000926,5,4.886223782,5.342108563,-0.002275524368
0.000928,5,4.890780747,5.346477333,-0.002184385051
0.00093,5,4.895334047,5.350663971,-0.002093319066
0.000932,5,4.899881915,5.354668695,-0.00200236171
0.000934,5,4.904422606,5.35849179,-0.001911547873
0.000936,5,4.908954399,5.362133614,-0.00182091203
0.000938,5,4.913475589,5.365594591,-0.00173048823
0.00094,5,4.917984496,5.368875211,-0.001640310086
0.000942,5,4.922479461,5.371976033,-0.001550410772
0.000944,5,4.92695885,5.374897679,-0.001460823006
0.000946,5,4.931421048,5.377640837,-0.001371579049
0.000948,5,4.935864465,5.380206258,-0.00128271069
0.00095,5,4.940287538,5.382594757,-0.001194249246
0.000952,5,4.944688723,5.384807208,-0.001106225549
0.000954,5,4.949066503,5.386844548,-0.00101866994
0.000956,5,4.953419387,5.388707772,-0.0009316122633
0.000958,5,4.957745907,5.390397936,-0.0008450818575
0.00096,5,4.962044622,5.391916151,-0.0007591075518
0.000962,5,4.966314117,5.393263586,-0.000673717658
0.000964,5,4.970553002,5.394441466,-0.0005889399651
0.000966,5,4.974759913,5.39545107,-0.0005048017339
0.000968,5,4.978933515,5.396293729,-0.0004213296911
0.00097,5,4.983072499,5.396970829,-0.0003385500251
0.000972,5,4.987175581,5.397483806,-0.0002564883801
0.000974,5,4.991241507,5.397834146,-0.0001751698525
0.000976,5,4.995269051,5.398023384,-9.461898593e-05
0.000978,5,4.999257012,5.398053103,-1.485976764e-05
0.00098,5,5.003204219,5.397924934,6.408437546e-05
0.000982,5,5.007109529,5.397640553,0.0001421905803
0.000984,5,5.010971828,5.39720168,0.0002194365508
0.000986,5,5.014790028,5.396610079,0.000295800561
0.000988,5,5.018563073,5.395867556,0.0003712614576
0.00099,5,5.022289933,5.394975959,0.0004457986627
0.000992,5,5.025969609,5.393937174,0.0005193921758
0.000994,5,5.029601129,5.392753129,0.0005920225759
0.000996,5,5.033183551,5.391425787,0.000663671023
0.000998,5,5.036715963,5.389957149,0.0007343192602
0.001,5,5.040197481,5.388349249,0.0008039496139
0.001002,5,5.04362725,5.386604159,0.0008725449958
0.001004,5,5.047004445,5.384723982,0.0009400889031
0.001006,5,5.050328271,5.382710851,0.001006565419
0.001008,5,5.053597961,5.380566932,0.001071959213
0.00101,5,5.056812777,5.378294421,0.001136255542
0.001012,5,5.059972012,5.375895541,0.001199440248
0.001014,5,5.063074988,5.373372541,0.001261499759
0.001016,5,5.066121054,5.370727699,0.001322421087
0.001018,5,5.069109592,5.367963315,0.001382191832
0.00102,5,5.072040009,5.365081715,0.001440800173
0.001022,5,5.074911744,5.362085245,0.001498234874
0.001024,5,5.077724264,5.358976275,0.001554485276
0.001026,5,5.080477065,5.355757192,0.001609541301
0.001028,5,5.083169672,5.352430405,0.001663393448
0.00103,5,5.085801639,5.34899834,0.001716032788
